,sync,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,Tilt_(degrees),Tilt_Cosine
6178,58,11,28,-15,863,2212,-1100,3885,1557,-11,11.584394938356121,0.9796299787897331
6179,62,11,28,-15,875,2229,-1088,3885,1557,-11,11.20885834539083,0.9809251135779046
6180,66,11,28,-15,875,2229,-1088,3802,1580,-10,10.867455070805656,0.9820659635490832
6181,70,12,29,-14,894,2245,-1076,3812,1605,-10,10.557477888018774,0.983071598095454
6182,74,12,29,-14,894,2245,-1076,3737,1640,-10,10.288296826228619,0.9839215393551102
6183,78,13,28,-13,921,2260,-1063,3737,1620,-10,10.057214269111205,0.9846338608957581
6184,82,13,28,-13,921,2260,-1063,3737,1620,-10,9.873267076908926,0.9851894371797434
6185,86,13,28,-13,952,2273,-1051,3737,1620,-10,9.7338772019307,0.9856036742953852
6186,90,13,27,-11,952,2273,-1051,3647,1685,-10,9.646473857168253,0.9858604429628125
6187,94,13,27,-11,986,2284,-1040,3612,1702,-10,9.607968081162205,0.9859728351311177
6188,98,14,28,-10,986,2284,-1040,3612,1702,-10,9.623565151415606,0.985927363446097
6189,102,14,28,-10,1021,2293,-1029,3552,1782,-9,9.688935008488302,0.9857359894663644
6190,106,15,29,-10,1021,2293,-1029,3552,1782,-9,9.807125330912584,0.9853867235277969
6191,110,15,29,-10,1054,2299,-1019,3520,1792,-9,9.97289299343119,0.9848897968786663
6192,114,15,29,-10,1054,2299,-1019,3510,1855,-9,10.187132010179715,0.9842353543950734
6193,118,14,29,-9,1085,2304,-1010,3505,1890,-9,10.444002298313837,0.9834325447784604
6194,122,14,29,-9,1085,2304,-1010,3505,1890,-9,10.743126521116166,0.9824727669816443
6195,126,15,31,-8,1116,2306,-999,3435,1885,-9,11.077734271228016,0.9813674059087834
6196,130,15,31,-8,1116,2306,-999,3405,1875,-9,11.447718294714655,0.9801062174631844
6197,134,15,31,-8,1145,2308,-989,3375,1930,-9,11.846821139189334,0.978699951237314
6198,138,17,32,-7,1145,2308,-989,3305,1977,-9,12.274833025652176,0.9771390530433095
6199,142,17,32,-7,1172,2308,-978,3260,2022,-8,12.725562117194775,0.975436363993048
6200,146,17,32,-7,1172,2308,-978,3260,2022,-8,13.199565765600957,0.9735806334753386
6201,150,17,32,-7,1196,2307,-966,3217,1997,-8,13.69085170755191,0.9715869230446983
6202,154,17,32,-7,1196,2307,-966,3182,2077,-9,14.2007769746471,0.9694420232499932
6203,158,17,32,-7,1219,2305,-954,3167,2095,-8,14.723779881016357,0.9671623504783777
6204,162,17,32,-7,1219,2305,-954,3147,2095,-8,15.26170534204097,0.9647335672708954
6205,166,17,31,-7,1242,2302,-942,3147,2095,-8,15.809323881947348,0.9621736719601206
6206,170,17,31,-7,1242,2302,-942,3087,2145,-8,16.36892192680926,0.9594669795681656
6207,174,17,31,-7,1263,2298,-930,3052,2110,-8,16.935505701863253,0.9566332547030447
6208,179,16,31,-7,1263,2298,-930,3002,2222,-8,17.511752472862362,0.9536552501081985
6209,183,16,31,-7,1282,2294,-918,3012,2237,-8,18.092965286787162,0.9505538689759524
6210,187,17,32,-3,1282,2294,-918,3012,2237,-8,18.68202544357714,0.9473108122991091
6211,191,17,32,-3,1298,2288,-907,3012,2237,-8,19.274403849690223,0.9439485104401303
6212,195,17,32,-3,1298,2288,-907,2890,2237,-8,19.873177389327616,0.9404473702284856
6213,199,15,30,0,1311,2281,-896,2865,2262,-8,20.473822033214965,0.9368320983275911
6214,203,15,30,0,1311,2281,-896,2820,2282,-8,21.079705352664668,0.9330809901963286
6215,207,15,28,-1,1322,2271,-886,2780,2307,-8,21.68615529344865,0.929221888429607
6216,211,15,28,-1,1322,2271,-886,2780,2307,-8,22.296895804827578,0.9252302753654918
6217,215,17,30,-1,1330,2260,-878,2755,2390,-8,22.907644953891566,0.9211334767062646
6218,219,17,30,-1,1330,2260,-878,2740,2360,-8,23.521910403232578,0.9169075222312191
6219,223,17,30,-1,1337,2248,-870,2740,2360,-8,24.135284252581734,0.9125825434864157
6220,227,17,30,-1,1337,2248,-870,2635,2445,-7,24.75154071050605,0.9081319155391505
6221,231,17,30,-1,1341,2234,-862,2635,2445,-7,25.365944978907432,0.9035900804220444
6222,235,17,29,0,1341,2234,-862,2552,2400,-7,25.982707664551697,0.8989263093642931
6223,239,17,29,0,1341,2220,-854,2527,2450,-7,26.597126032728372,0.8941766953960776
6224,243,17,29,0,1341,2220,-854,2502,2532,-7,27.21347623796076,0.8893088370990629
6225,247,18,30,0,1337,2204,-845,2502,2532,-7,27.826469238896568,0.8843654216881839
6226,1,18,30,0,1337,2204,-845,2477,2497,-7,28.44104093141718,0.8793076579019068
6227,5,18,30,4,1331,2189,-836,2457,2507,-7,29.05211030368047,0.8741784128732251
6228,9,18,30,4,1331,2189,-836,2397,2582,-7,29.664468663560452,0.8689386005410668
6229,13,18,30,4,1324,2172,-827,2332,2577,-7,30.27265862137742,0.8636362114010497
6230,17,19,31,6,1324,2172,-827,2267,2610,-7,30.88188805568032,0.8582271999466283
6231,21,19,31,6,1315,2152,-817,2267,2610,-7,31.4858963434412,0.8527687542824722
6232,25,19,31,5,1315,2152,-817,2292,2620,-7,32.09072939797777,0.8472078919269471
6233,29,19,31,5,1301,2131,-807,2327,2625,-7,32.689941763476995,0.8416056078121679
6234,33,19,31,5,1301,2131,-807,2282,2650,-7,33.28980131118984,0.8359050745722285
6235,37,20,32,6,1283,2109,-795,2200,2705,-7,33.88322436372766,0.830175551755224
6236,41,20,32,6,1283,2109,-795,2200,2705,-7,34.47715080392402,0.8243520023235937
6237,45,20,32,7,1260,2086,-781,2210,2690,-7,35.06386099414287,0.8185122361361749
6238,49,20,32,7,1260,2086,-781,2080,2720,-7,35.65096090755068,0.8125826785863446
6239,53,20,32,7,1234,2062,-765,2055,2777,-7,36.23009205448824,0.8066500115584659
6240,57,22,32,9,1234,2062,-765,2075,2767,-7,36.80952196875904,0.8006318083356898
6241,61,22,32,9,1208,2037,-748,2075,2767,-7,37.38047228821173,0.7946215819662058
6242,65,22,32,9,1208,2037,-748,2075,2767,-7,37.95164367735509,0.7885300770483474
6243,69,22,32,9,1179,2010,-730,1985,2812,-7,38.513643602287374,0.7824598978808538
6244,73,22,31,8,1179,2010,-730,1955,2812,-7,39.0758012780729,0.776312702114202
6245,77,22,31,8,1149,1980,-710,1907,2857,-7,39.62768411807116,0.7702051629521499
6246,81,22,31,8,1149,1980,-710,1882,2862,-7,40.179671084091396,0.7640249931469738
6247,85,21,31,7,1117,1950,-689,1882,2862,-7,40.72111197316305,0.7578940037919035
6248,89,21,31,7,1117,1950,-689,1907,2832,-7,41.26261646291904,0.7516946020836595
6249,93,21,32,12,1083,1920,-667,1827,2890,-7,41.793316810452374,0.7455537413995739
6250,97,21,32,12,1083,1920,-667,1827,2890,-7,42.32405172630987,0.7393485114048374
6251,101,21,32,12,1047,1889,-644,1762,2905,-7,42.843536385030276,0.7332133770410082
6252,105,23,33,15,1047,1889,-644,1762,2905,-7,43.3630355527198,0.7270177951412163
6253,109,23,33,15,1010,1856,-618,1747,2915,-7,43.870200549550376,0.7209116514771997
6254,113,23,32,15,1010,1856,-618,1732,2915,-7,44.37736760189686,0.7147489978063802
6255,117,23,32,15,971,1820,-591,1697,2950,-7,44.87137167059545,0.7086924440942924
6256,121,23,32,15,971,1820,-591,1697,2950,-7,45.36537056862861,0.7025832715521031
6257,125,22,31,14,932,1783,-562,1642,2975,-7,45.84555587365222,0.6965948669301741
6258,129,22,31,14,932,1783,-562,1672,2945,-7,46.325733893498175,0.6905576270922489
6259,133,23,32,12,895,1745,-533,1600,2975,-7,46.791895311299335,0.6846502142454509
6260,137,23,32,12,895,1745,-533,1612,2955,-7,47.25804707930414,0.6786976046892683
6261,141,23,32,12,862,1707,-503,1575,2965,-7,47.709952621492704,0.672884024987228
6262,145,23,32,14,862,1707,-503,1575,2965,-7,48.16184469468046,0.6670287615044239
6263,149,23,32,14,833,1670,-472,1560,3012,-7,48.59945889589624,0.6613189493792625
6264,153,23,32,17,833,1670,-472,1530,3002,-7,49.037055001352705,0.6555707971536164
6265,157,23,32,17,805,1631,-441,1530,2975,-7,49.459969814505946,0.6499791539009551
6266,161,22,30,19,805,1631,-441,1505,2990,-7,49.88286152301731,0.6443524064127554
6267,165,22,30,19,779,1591,-410,1505,2990,-7,50.29086621272507,0.6388904629679011
6268,169,22,30,19,779,1591,-410,1505,2990,-7,50.69884186843229,0.633396514292071
6269,173,20,29,17,752,1551,-379,1450,3062,-7,51.09192755474348,0.6280726986760214
6270,177,20,29,17,752,1551,-379,1420,3032,-7,51.48498233061314,0.6227197429358216
6271,181,20,27,17,720,1510,-349,1415,3047,-7,51.86317747178997,0.6175414906372629
6272,185,20,27,17,720,1510,-349,1435,3027,-7,52.241347601687906,0.6123366773303187
6273,189,20,27,17,685,1469,-319,1435,3027,-7,52.60466921733706,0.60731109830424
6274,193,19,28,17,685,1469,-319,1395,3052,-7,52.96797783315424,0.6022612803303925
6275,197,19,28,17,647,1429,-290,1350,3007,-7,53.316876863019125,0.5973889525630367
6276,201,19,26,17,647,1429,-290,1385,3017,-7,53.665780675953044,0.5924944056908746
6277,205,19,26,17,609,1388,-261,1330,3027,-7,54.00009337101687,0.5877839338919768
6278,209,19,26,17,609,1388,-261,1330,3027,-7,54.33442917290681,0.5830531230704773
6279,213,19,26,15,569,1348,-234,1375,3032,-7,54.65483939593304,0.5785007254715789
6280,217,19,26,15,569,1348,-234,1360,3027,-7,54.975294230965964,0.573929598932732
6281,221,20,26,15,529,1309,-206,1360,3027,-7,55.28181990981753,0.5695403630723668
6282,225,20,26,15,529,1309,-206,1310,3112,-7,55.58841396521186,0.5651338417486497
6283,229,20,26,15,489,1272,-179,1310,3112,-7,55.88172243225318,0.5609031203732422
6284,233,20,26,17,489,1272,-179,1320,3107,-7,56.175124527239454,0.5566563423651009
6285,237,20,26,17,451,1235,-153,1262,3082,-7,56.455483817506796,0.5525847095438576
6286,241,20,26,17,451,1235,-153,1272,3087,-7,56.73595931236903,0.548498150185877
6287,245,20,26,17,413,1199,-126,1272,3087,-7,57.00338885470652,0.5445894294889747
6288,0,20,26,17,413,1199,-126,1290,3067,-7,57.270959081855025,0.5406667789152312
6289,4,20,25,16,375,1163,-100,1335,3117,-6,57.52572658244571,0.5369208599930894
6290,8,20,25,16,375,1163,-100,1350,3107,-7,57.7806589830743,0.533161890415189
6291,12,21,26,14,335,1127,-74,1277,2985,-7,58.022811020317356,0.52958159105227
6292,16,21,26,14,335,1127,-74,1305,3097,-6,58.26515492705038,0.5259889842136043
6293,20,21,25,13,294,1092,-48,1305,3097,-6,58.494942528448206,0.5225738248272366
6294,24,21,25,13,294,1092,-48,1267,3042,-6,58.72495107925099,0.5191469641933585
6295,28,21,25,13,251,1059,-21,1295,3082,-6,58.94261116969242,0.515896375787387
6296,32,20,24,13,251,1059,-21,1277,3007,-6,59.16052598554653,0.5126345250297473
6297,36,20,24,13,208,1027,6,1310,3052,-6,59.366323460601635,0.5095472431148591
6298,40,20,24,13,208,1027,6,1310,3052,-6,59.57241024959079,0.5064490333560615
6299,44,20,24,13,164,997,33,1310,3052,-6,59.7668160280197,0.5035204239017663
6300,49,20,24,13,164,997,33,1272,3047,-6,59.9615485389784,0.5005810809906566
6301,53,20,23,13,120,968,60,1310,3067,-6,60.14483707941215,0.49780919309520005
6302,57,20,23,13,120,968,60,1295,3052,-6,60.32849066966118,0.49502667497066016
6303,61,21,22,13,73,940,86,1305,3037,-6,60.50116169896201,0.4924059131298795
6304,65,21,22,13,73,940,86,1305,3037,-6,60.67423972143144,0.4897744860809108
6305,69,21,22,13,25,913,112,1320,3022,-6,60.836579817295735,0.48730225290518286
6306,73,21,23,14,25,913,112,1295,3037,-6,60.99937093275239,0.48481922292462015
6307,77,21,23,14,-24,886,136,1277,2965,-6,61.151900940182685,0.48248915229184125
6308,81,22,23,12,-24,886,136,1295,2995,-5,61.304925415016534,0.48014809205410147
6309,85,22,23,12,-74,860,160,1295,2995,-5,61.44793562555533,0.4779571396511676
6310,89,22,23,12,-74,860,160,1272,2960,-5,61.591485791617835,0.4757549204490888
6311,93,22,23,12,-122,836,185,1335,2975,-5,61.72526214353117,0.4736999538386174
6312,97,22,23,12,-122,836,185,1315,2980,-5,61.85962469686884,0.4716333831243504
6313,101,21,22,14,-169,813,209,1295,2970,-5,61.98468174513021,0.4697076055604513
6314,105,21,22,14,-169,813,209,1295,2970,-5,62.110370439503285,0.4677698465074614
6315,109,21,22,14,-216,790,234,1345,2960,-5,62.22658720296652,0.4659761142893343
6316,113,22,22,14,-216,790,234,1335,2950,-5,62.343482500078274,0.46416997537680854
6317,117,22,22,14,-261,767,258,1320,2910,-5,62.451164318689244,0.4625044832729584
6318,121,23,21,14,-261,767,258,1320,2910,-5,62.559568714899264,0.46082616511008173
6319,125,23,21,14,-304,744,281,1360,2895,-5,62.65901294764173,0.45928511742345773
6320,129,23,21,15,-304,744,281,1340,2915,-5,62.759220924172666,0.45773083478153603
6321,133,23,21,15,-347,721,303,1390,2920,-4,62.85071892467336,0.4563104258204315
6322,137,23,21,15,-347,721,303,1350,2895,-4,62.94302116763732,0.45487635278253424
6323,141,23,21,15,-387,699,326,1400,2945,-4,63.02666005550795,0.45357586015123774
6324,145,23,21,15,-387,699,326,1400,2945,-4,63.111143351314155,0.4522612566863912
6325,149,26,22,15,-424,677,348,1400,2847,-4,63.18720878092768,0.4510767982434454
6326,153,26,22,15,-424,677,348,1455,2837,-4,63.26415493591238,0.44987781664438864
6327,157,26,22,15,-462,655,370,1450,2817,-4,63.33272352455234,0.44880869126007694
6328,161,25,21,14,-462,655,370,1455,2817,-3,63.402211103965975,0.4477245811595875
6329,165,25,21,14,-499,635,392,1465,2812,-3,63.463804815936875,0.44676307656928316
6330,169,25,20,15,-499,635,392,1465,2812,-3,63.526358135003136,0.4457860636699673
6331,173,25,20,15,-533,615,414,1465,2730,-3,63.58106321592912,0.4449311959001449
6332,177,25,20,15,-533,615,414,1495,2847,-3,63.636766274790986,0.4440603161183975
6333,181,23,20,15,-564,596,436,1440,2772,-3,63.68489069907061,0.44330758520647123
6334,185,23,20,15,-564,596,436,1500,2827,-3,63.73405062931532,0.44253833467640197
6335,189,25,21,15,-592,577,457,1500,2827,-3,63.7758733347661,0.4418836399362824
6336,193,25,21,15,-592,577,457,1475,2772,-3,63.8187654756259,0.4412119596521773
6337,197,25,21,15,-617,559,478,1560,2715,-3,63.85459137845555,0.4406507453716759
6338,201,24,18,13,-617,559,478,1485,2685,-3,63.89151990138182,0.44007207818453625
6339,205,24,18,13,-641,541,498,1540,2675,-2,63.92161891092519,0.43960029372533493
6340,209,26,19,13,-641,541,498,1540,2675,-2,63.95285234501876,0.43911059956275467
6341,213,26,19,13,-662,526,516,1590,2625,-2,63.978372012524446,0.43871039195899825
6342,217,25,17,13,-662,526,516,1550,2650,-2,64.00505652915236,0.4382918237369732
6343,221,25,17,13,-682,511,535,1612,2587,-2,64.02588705075433,0.4379650140839244
6344,225,25,17,13,-682,511,535,1585,2562,-2,64.04791466446814,0.4376193603021202
6345,229,24,15,13,-697,497,551,1585,2562,-2,64.06491845745057,0.43735249527034775
6346,233,24,15,13,-697,497,551,1652,2562,-2,64.0831432518177,0.43706642453703964
6347,237,26,17,14,-709,485,566,1632,2537,-2,64.09703681066068,0.4368483105822974
6348,241,26,17,14,-709,485,566,1677,2492,-1,64.11217379313383,0.43661064697405566
6349,245,26,17,14,-719,473,579,1677,2492,-1,64.12337054869495,0.4364348286994799
6350,0,27,19,16,-719,473,579,1702,2450,-1,64.13582816330097,0.4362391920606073
6351,4,27,19,16,-725,460,592,1702,2450,-1,64.14412731254383,0.43610884926962745
6352,8,25,19,15,-725,460,592,1697,2450,-1,64.15369961963883,0.43595849945799575
6353,12,25,19,15,-727,446,606,1722,2390,-1,64.15871523055927,0.4358797156645386
6354,16,25,19,15,-727,446,606,1757,2400,-1,64.16501304944136,0.43578078658208286
6355,20,25,16,14,-723,432,619,1757,2400,-1,64.16693727373409,0.43575055891740505
6356,24,25,16,14,-723,432,619,1777,2332,0,64.17014474082724,0.43570017168233494
6357,28,25,15,15,-715,419,633,1817,2332,-1,64.169067798855,0.4357170898969686
6358,32,25,15,15,-715,419,633,1837,2282,0,64.16927438932387,0.43571384447694284
6359,36,25,15,15,-704,406,644,1852,2252,0,64.1656983129953,0.43577002182426716
6360,40,25,14,14,-704,406,644,1857,2200,0,64.16339756262204,0.43580616390619326
6361,44,25,14,14,-688,394,654,1857,2200,0,64.15772030598956,0.4358953439230199
6362,48,24,13,14,-688,394,654,1882,2232,0,64.15330417017668,0.43596471092388633
6363,52,24,13,14,-667,382,662,1907,2150,0,64.14581354032998,0.43608236499852715
6364,56,24,13,14,-667,382,662,1897,2210,0,64.13956062676223,0.43618057276205824
6365,60,24,12,15,-643,372,668,1955,2160,0,64.13102953133323,0.4363145530896888
6366,64,24,12,15,-643,372,668,1955,2160,0,64.12370818317135,0.43642952669840823
6367,68,24,12,14,-617,361,673,1892,2125,0,64.113973179291,0.43658239304110047
6368,72,24,12,14,-617,361,673,1965,2100,0,64.10541501765456,0.43671676931289394
6369,76,25,11,14,-587,351,676,1965,2095,1,64.09496003725222,0.43688091532789597
6370,80,25,11,14,-587,351,676,2035,2105,1,64.08564212476558,0.4370271968101876
6371,84,25,11,14,-555,342,678,2035,2105,1,64.07478591361402,0.4371976133943738
6372,88,25,10,14,-555,342,678,1985,2047,1,64.06502431561262,0.43735083376495854
6373,92,25,10,14,-524,334,678,2040,2110,1,64.05422672369977,0.4375203005556449
6374,96,24,8,14,-524,334,678,2045,2027,1,64.04448039525742,0.4376732545612252
6375,100,24,8,14,-492,326,677,2070,2012,1,64.03378539178678,0.4378410820246794
6376,104,24,8,14,-492,326,677,2070,2012,1,64.0240959023588,0.4379931176521173
6377,108,24,6,14,-460,319,674,2055,1977,1,64.0139440294692,0.438152394998495
6378,112,24,6,14,-460,319,674,2100,1997,1,64.00475003969318,0.438296631811852
6379,116,24,4,15,-427,313,668,2125,1930,1,63.99570866542929,0.43843846336183595
6380,120,24,4,15,-427,313,668,2125,1930,1,63.98757303697214,0.43856607719440793
6381,124,24,4,15,-395,307,660,2120,1920,1,63.97979096903481,0.43868813687340147
6382,128,24,3,15,-395,307,660,2120,1920,1,63.97286138016927,0.43879681883190336
6383,132,24,3,15,-363,301,648,2105,1935,1,63.966743820258436,0.43889275979473963
6384,136,23,3,15,-363,301,648,2130,1925,1,63.961420523540426,0.4389762403514424
6385,140,23,3,15,-329,296,634,2160,1885,1,63.95735203666108,0.43904004027997917
6386,144,23,3,15,-329,296,634,2160,1885,1,63.95401670195548,0.4390923416401571
6387,148,23,3,14,-296,292,618,2200,1835,1,63.95237567221415,0.4391180740699115
6388,152,23,3,14,-296,292,618,2190,1812,1,63.95140739740525,0.43913325708919526
6389,156,22,2,14,-261,289,600,2200,1777,2,63.95256716266006,0.43911507139186157
6390,160,22,2,14,-261,289,600,2200,1767,2,63.95433709680561,0.43908731759535347
6391,164,22,2,14,-227,286,581,2262,1762,2,63.95826976199447,0.4390256491744393
6392,168,23,2,14,-227,286,581,2262,1762,2,63.96275200270431,0.43895536029605925
6393,172,23,2,14,-194,285,561,2225,1747,2,63.96997648769257,0.4388420628800616
6394,176,23,3,14,-194,285,561,2262,1767,2,63.97769317344706,0.4387210388580704
6395,180,23,3,14,-162,284,540,2262,1782,2,63.98819220942191,0.4385563652906672
6396,184,23,4,14,-162,284,540,2267,1752,2,63.99912824298574,0.4383848219168727
6397,188,23,4,14,-133,283,519,2267,1752,2,64.01276833460913,0.438170840120686
6398,192,23,4,14,-133,283,519,2277,1772,2,64.02679541216159,0.43795076150172607
6399,196,22,5,12,-105,284,497,2257,1702,2,64.04412175351905,0.43767888266379434
6400,200,22,5,12,-105,284,497,2257,1675,2,64.06178813800494,0.4374016267788845
6401,204,24,5,11,-80,286,476,2272,1702,2,64.08284166396206,0.4370711588575829
6402,208,24,5,11,-80,286,476,2272,1702,2,64.10419438478955,0.43673593432828084
6403,212,24,5,11,-56,289,456,2287,1685,2,64.12903104619957,0.43634593777716696
6404,216,22,4,10,-56,289,456,2240,1690,2,64.1541299807758,0.4359517395983654
6405,220,22,4,10,-34,294,435,2307,1675,2,64.18332982403496,0.4354930282052262
6406,224,22,4,11,-34,294,435,2272,1640,2,64.21275823240973,0.43503061175598706
6407,228,22,4,11,-12,302,414,2272,1640,2,64.24706493772341,0.43449139645315804
6408,232,22,4,11,-12,302,414,2337,1680,2,64.28156903511754,0.4339489215219964
6409,236,22,3,12,9,310,393,2282,1620,2,64.32090953239678,0.43333021650199544
6410,240,22,3,12,9,310,393,2302,1675,2,64.36041849582614,0.4327086564209581
6411,244,22,3,11,30,319,371,2302,1675,2,64.40511668258871,0.4320052107669577
6412,248,22,3,11,30,319,371,2337,1615,2,64.44995553491648,0.43129928720173977
6413,2,22,3,11,48,328,348,2337,1615,2,64.5000648289951,0.4305100755513499
6414,6,23,4,12,48,328,348,2277,1615,2,64.55029009835346,0.42971870688222785
6415,10,23,4,12,66,338,325,2257,1630,2,64.60602915632111,0.42884007429418447
6416,14,23,5,11,66,338,325,2272,1640,2,64.66186122927257,0.42795956861169465
6417,18,23,5,11,82,347,301,2272,1640,2,64.72301795585342,0.4269946235854538
6418,22,23,6,10,82,347,301,2282,1620,2,64.78424689304963,0.4260280518612003
6419,26,23,6,10,95,357,279,2327,1625,2,64.85082317431159,0.42497651385944224
6420,30,23,6,10,95,357,279,2282,1610,2,64.91745520267789,0.4239235208429009
6421,34,23,6,9,107,369,258,2257,1620,2,64.98985321255066,0.42277875755379757
6422,38,23,6,9,107,369,258,2245,1600,2,65.06229289977539,0.42163265964940766
6423,42,24,5,10,117,382,237,2245,1600,2,65.14075953597893,0.4203904465625345
6424,46,24,5,10,117,382,237,2257,1630,2,65.21925599991724,0.4191469723642946
6425,50,24,5,10,126,397,217,2277,1615,2,65.30420520352534,0.41780039303846034
6426,54,26,3,11,126,397,217,2307,1595,2,65.3891742810169,0.41645257993635537
6427,58,26,3,11,135,411,196,2245,1570,2,65.48042273498673,0.41500414104614514
6428,62,25,3,9,135,411,196,2245,1570,2,65.57168141282423,0.4135544871026172
6429,66,25,3,9,141,426,174,2282,1575,3,65.66960152811886,0.41199784879161777
6430,70,25,3,9,141,426,174,2250,1635,2,65.7675243644405,0.4104399638202612
6431,74,24,4,9,147,440,151,2205,1570,3,65.87193883736597,0.40877748076595816
6432,78,24,4,9,147,440,151,2195,1675,3,65.9763489298516,0.40711370996986057
6433,82,24,5,9,151,456,127,2195,1675,3,66.08791242173349,0.4053344561269069
6434,86,24,5,9,151,456,127,2215,1645,3,66.19946606910624,0.4035538227086663
6435,90,24,5,9,156,472,104,2250,1655,3,66.31805463732033,0.4016592196402805
6436,94,25,5,11,156,472,104,2155,1585,3,66.43662825422633,0.3997631350915671
6437,98,25,5,11,162,488,81,2125,1575,3,66.5622333567329,0.39775274436128805
6438,102,21,5,11,162,488,81,2125,1575,3,66.6878186402739,0.3957407597629896
6439,106,21,5,11,166,504,60,2125,1575,3,66.82020533467245,0.39361775237711516
6440,110,21,5,11,166,504,60,2105,1610,3,66.9525689329771,0.39149301447455864
6441,114,18,7,11,170,519,39,2050,1527,3,67.09145720344344,0.38926129449137575
6442,118,18,7,11,170,519,39,2050,1527,3,67.23031956320305,0.3870277041726747
6443,122,17,6,10,173,534,19,2095,1690,3,67.3755926825976,0.3846885643000371
6444,126,17,6,10,173,534,19,2095,1690,3,67.52083793509132,0.38234740078362495
6445,130,18,4,9,174,550,-1,2075,1665,3,67.67277214363989,0.37989579088875636
6446,134,18,4,9,174,550,-1,2050,1640,3,67.82467758240043,0.37744197463498724
6447,138,18,4,9,174,566,-19,2025,1655,3,67.98304433982267,0.3748809604710044
6448,142,17,4,10,174,566,-19,2025,1655,3,68.141381997545,0.3723175536594354
6449,146,17,4,10,175,583,-39,2030,1685,3,68.30669041887448,0.369638260093714
6450,150,19,4,11,175,583,-39,2040,1660,3,68.47196935312732,0.3669563683157632
6451,154,19,4,11,176,601,-60,1980,1680,3,68.64461407556999,0.36415169553583565
6452,158,19,4,11,176,601,-60,1980,1707,3,68.81722921945442,0.36134419780954874
6453,162,17,6,12,178,617,-81,1927,1680,3,68.99666292029403,0.35842232348860603
6454,166,17,6,12,178,617,-102,1927,1680,3,69.17851029929054,0.35545755878032814
6455,171,15,7,12,180,632,-102,1912,1675,3,69.36446066153316,0.35242219825961746
6456,175,15,7,12,180,632,-123,1897,1690,3,69.55283269230263,0.3493435229169845
6457,179,15,7,12,183,647,-123,1882,1732,3,69.74530593005568,0.3461939190947513
6458,183,14,7,12,183,647,-144,1817,1752,3,69.94020947178046,0.34300056524253825
6459,187,14,7,12,185,662,-144,1817,1752,3,70.13921283819339,0.3397359438078844
6460,191,16,7,14,185,662,-164,1802,1802,3,70.34053864504727,0.33642905278398055
6461,195,16,7,14,186,677,-164,1787,1727,3,70.54596308682432,0.3330505581157845
6462,199,16,7,14,186,690,-182,1757,1737,3,70.75705678133588,0.3295743649173192
6463,203,16,8,15,188,690,-182,1692,1702,3,70.96812558016428,0.32609410886823964
6464,207,16,8,15,188,703,-200,1692,1702,3,71.18487036259731,0.3225156580769283
6465,211,17,10,14,192,703,-200,1657,1747,3,71.40159142540996,0.3189329843262742
6466,215,17,10,14,192,715,-216,1657,1732,3,71.62348327423408,0.31526010369231783
6467,219,17,10,14,195,715,-216,1632,1782,4,71.84535266415975,0.31158286721727757
6468,223,16,12,14,195,727,-230,1612,1817,3,72.07216065606995,0.30781895000467685
6469,227,16,12,14,198,727,-230,1612,1817,3,72.29894720129697,0.3040505658419014
6470,231,16,13,13,198,739,-242,1612,1817,3,72.5304380785897,0.30019910003012396
6471,235,16,13,13,199,739,-242,1535,1792,4,72.76190842508383,0.29634307605547183
6472,239,16,13,12,198,752,-251,1510,1822,4,72.99800035474553,0.2924050799570189
6473,243,16,13,12,198,752,-251,1510,1822,4,73.23407216746423,0.28846245524538056
6474,247,16,13,12,196,766,-259,1500,1855,4,73.47492047682171,0.28443501230015605
6475,2,16,12,13,196,766,-259,1500,1855,4,73.7157488695492,0.2804028769987659
6476,6,16,12,13,193,779,-267,1415,1870,4,73.96108161329948,0.2762902330191723
6477,10,17,13,17,193,779,-267,1385,1860,4,74.20639483921282,0.27217285123299995
6478,14,17,13,17,192,791,-274,1410,1905,4,74.455818729473,0.26798136032021763
6479,18,17,13,17,192,791,-274,1410,1905,4,74.70522314142843,0.2637851188355507
6480,22,21,15,18,193,802,-281,1320,1875,4,74.95846591957347,0.2595191829046216
6481,26,21,15,18,193,802,-281,1320,1875,4,75.21168911661834,0.25524850752848227
6482,30,19,15,19,195,809,-286,1272,1920,4,75.46741512241441,0.2509305620704244
6483,34,19,15,19,195,809,-286,1237,1925,4,75.72312127427315,0.24660795372355226
6484,38,19,15,19,199,814,-290,1217,1945,4,75.98066243310815,0.24224936070900246
6485,42,17,13,18,199,814,-290,1217,1945,4,76.23818320325675,0.23788621881075542
6486,46,17,13,18,204,818,-293,1187,1900,4,76.4971431654229,0.2334938470671682
6487,50,18,14,18,204,818,-293,1162,1945,4,76.75608194107922,0.2290970655235373
6488,54,18,14,18,208,820,-297,1137,1940,4,77.016040269551,0.224678265257329
6489,58,18,14,18,208,820,-297,1117,1957,4,77.2759771752054,0.2202552045928618
6490,62,17,14,19,212,821,-302,1117,1957,4,77.5367883051142,0.21581271210552236
6491,66,17,14,19,212,821,-302,1092,1925,4,77.7975781543152,0.2113661108361099
6492,70,18,14,19,216,822,-307,1022,1982,4,78.05924494386876,0.2069001563165344
